Link,Địa chỉ,Giá tổng,Giá/m²,Giấy tờ pháp lý,Loại hình đất,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120026894.htm,"Phố Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội","6,2 tỷ","106,90 triệu/m²",Đã có sổ,Đất thổ cư,,,58 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120026235.htm,"40, Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","12,8 tỷ","261,22 triệu/m²",Đã có sổ,Đất nền dự án,3.7 m,13 m,49 m²,Đông Bắc
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120024286.htm,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","15,75 tỷ",175 triệu/m²,Đã có sổ,Đất nền dự án,6 m,15 m,90 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-phuc-tho-ha-noi/120023994.htm,"lục xuân, Xã Võng Xuyên, Huyện Phúc Thọ, Hà Nội",920 triệu,"19,17 triệu/m²",Đã có sổ,Đất thổ cư,,,48 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-oai-ha-noi/120023172.htm,"Thị Nguyên, Xã Cao Dương, Huyện Thanh Oai, Hà Nội","1,1 tỷ","27,50 triệu/m²",Đã có sổ,Đất thổ cư,,,40 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/119911997.htm,"Lk02-2 , DT308, Xã Tiến Thịnh, Huyện Mê Linh, Hà Nội","3,285 tỷ","36,50 triệu/m²",Đã có sổ,Đất nền dự án,5 m,18 m,90 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119960507.htm,"Xóm Nội An Đại Yên Chương Mỹ Hà Nội, Xã Đại Yên, Huyện Chương Mỹ, Hà Nội","3,8 tỷ","26,05 triệu/m²",Đã có sổ,Đất thổ cư,10 m,14 m,145.9 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119618442.htm,"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội",5 tỷ,"92,59 triệu/m²",Đã có sổ,Đất thổ cư,4.5 m,12 m,54 m²,Tây
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120014224.htm,"Ngõ 999 Bát Khối, Xã Đông Dư, Huyện Gia Lâm, Hà Nội","3,3 tỷ","103,12 triệu/m²",Đã có sổ,Đất thổ cư,3.9 m,8.2 m,32 m²,Đông Bắc
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120009548.htm,"Tập thể Thuỷ Lợi, Xã Duyên Thái, Huyện Thường Tín, Hà Nội","2,3 tỷ","74,19 triệu/m²",Đã có sổ,Đất thổ cư,,,31 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120007305.htm,"Phố Tình Quang, Phường Giang Biên, Quận Long Biên, Hà Nội","3,45 tỷ",69 triệu/m²,Đã có sổ,Đất thổ cư,5 m,11 m,50 m²,Nam
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/120006597.htm,"Phố Minh Khai, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","9,8 tỷ","128,95 triệu/m²",Đã có sổ,Đất thổ cư,5.5 m,,76 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120005811.htm,"Đường Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","6,3 tỷ","72,41 triệu/m²",Đã có sổ,Đất thổ cư,4.8 m,,87 m²,
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/119638715.htm,"An Tiến Mỹ Đức Hà Nội, Xã An Phú, Huyện Mỹ Đức, Hà Nội",800 triệu,"10,05 triệu/m²",Đã có sổ,Đất thổ cư,5.35 m,15.4 m,79.6 m²,Tây Nam
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120003223.htm,"HQT điểm tư vấn đất dịch vụ Vân Canh, , Huyện Hoài Đức, Hà Nội",158 triệu,"3,43 triệu/m²",Đã có sổ,Đất thổ cư,4 m,12 m,46 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120002911.htm,"đại lộ thăng long, Xã Bình Yên, Huyện Thạch Thất, Hà Nội",3 tỷ,"18,40 triệu/m²",Đã có sổ,Đất nền dự án,5 m,35 m,163 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119995424.htm,"Đông Sơn, Xã Đông Sơn, Huyện Chương Mỹ, Hà Nội",3 tỷ,"6,25 triệu/m²",Đã có sổ,Đất thổ cư,20 m,24 m,480 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/119995180.htm,"nhà 04 ngách 19 ngõ đại thắng, Đường Trường Thọ, Xã Đông Mỹ, Huyện Thanh Trì, Hà Nội","3,6 tỷ",90 triệu/m²,Đã có sổ,Đất thổ cư,5 m,8 m,40 m²,Tây
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/119991447.htm,"Cụm 9, Xã Thọ Xuân, Huyện Đan Phượng, Hà Nội","7,547 tỷ",42 triệu/m²,Đã có sổ,Đất thổ cư,,,179.7 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119730487.htm,"Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","3,95 tỷ","71,82 triệu/m²",Đã có sổ,Đất thổ cư,4.6 m,12 m,55 m²,Bắc
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119990291.htm,"Đường huyện 10, Xã Tân Xã, Huyện Thạch Thất, Hà Nội",2 tỷ,25 triệu/m²,Đã có sổ,Đất thổ cư,5 m,16 m,80 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119973518.htm,"Phố Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","4,2 tỷ",75 triệu/m²,Đã có sổ,Đất thổ cư,3.71 m,15.29 m,56 m²,Tây Nam
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/119722256.htm,"TL 412B, Xã Đông Yên, Huyện Quốc Oai, Hà Nội","3,5 tỷ","15,42 triệu/m²",Đã có sổ,Đất thổ cư,8.22 m,27.7 m,227 m²,
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/119890199.htm,"Phố Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","7,2 tỷ","80,90 triệu/m²",Đã có sổ,Đất thổ cư,5.1 m,17.5 m,89 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119975180.htm,"420, Xã Bình Yên, Huyện Thạch Thất, Hà Nội","2,3 tỷ","37,58 triệu/m²",Đã có sổ,Đất thổ cư,6.4 m,,61.2 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119974826.htm,"Uỷ ban xã, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,4 tỷ",28 triệu/m²,Đã có sổ,Đất thổ cư,5 m,10 m,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/119974325.htm,"Đông Kỳ, Đông Kỳ, Xã Thụy An, Huyện Ba Vì, Hà Nội","1,52 tỷ","6,28 triệu/m²",Đã có sổ,Đất thổ cư,15 m,16 m,242 m²,Nam
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119972092.htm,"Phố Rạng Đông, Phường Biên Giang, Quận Hà Đông, Hà Nội","2,9 tỷ","58,59 triệu/m²",Đã có sổ,Đất thổ cư,3.78 m,,49.5 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119969153.htm,"Đường 446, Xã Yên Bình, Huyện Thạch Thất, Hà Nội","2,7 tỷ","8,57 triệu/m²",Đã có sổ,Đất thổ cư,,,315 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119966797.htm,"Viên Nội, Xã Vân Nội, Huyện Đông Anh, Hà Nội",4 tỷ,"66,23 triệu/m²",Đã có sổ,Đất thổ cư,4.5 m,,60.4 m²,Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119964524.htm,"Ngõ 19 phố Nông Vụ, Phường Phúc Lợi, Quận Long Biên, Hà Nội","16,5 tỷ","187,50 triệu/m²",Đã có sổ,Đất nền dự án,6.8 m,13 m,88 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/119274099.htm,"458, Gom đê nguyễn khoái, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",6 tỷ,"108,70 triệu/m²",Đã có sổ,Đất thổ cư,8 m,7 m,55.2 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119962108.htm,"Ngõ 1375, Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","12,5 tỷ","171,23 triệu/m²",Đã có sổ,Đất thổ cư,4 m,18.25 m,73 m²,
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/119959860.htm,,,,,,,,,
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/119959186.htm,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",19 tỷ,"237,50 triệu/m²",Đã có sổ,Đất thổ cư,4.3 m,18.6 m,80 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119711736.htm,"Phú Đa, Xã Cần Kiệm, Huyện Thạch Thất, Hà Nội","2,8 tỷ","23,33 triệu/m²",Đã có sổ,Đất thổ cư,5.6 m,20 m,120 m²,
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/119958575.htm,,,,,,,,,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119958088.htm,"Phố Rạng Đông, Phường Biên Giang, Quận Hà Đông, Hà Nội","3,2 tỷ","57,14 triệu/m²",Đã có sổ,Đất thổ cư,4 m,12 m,56 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119168067.htm,"Đường Đê Tả Sông Hồng, Xã Võng La, Huyện Đông Anh, Hà Nội",3 tỷ,"54,84 triệu/m²",Đã có sổ,Đất thổ cư,3.5 m,15.63 m,54.7 m²,Đông
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/119951349.htm,"Tổ dân phố tổ 9, Thị trấn Quang Minh, Huyện Mê Linh, Hà Nội","4,202 tỷ","33,89 triệu/m²",Đã có sổ,Đất thổ cư,,,124 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119918079.htm,"Đường Vành Đai 4, Xã Hồng Vân, Huyện Thường Tín, Hà Nội , Xã Hồng Vân, Huyện Thường Tín, Hà Nội","34,5 triệu",709.878 đ/m²,Đã có sổ,Đất thổ cư,,,48.6 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119941818.htm,"Phố Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","1,05 tỷ","13,12 triệu/m²",Không có sổ,Đất nông nghiệp,7.5 m,10.75 m,80 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/119941691.htm,"Phố Trung Kiên, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội","4,699 tỷ","78,32 triệu/m²",Đã có sổ,Đất thổ cư,5.6 m,10.7 m,60 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119937203.htm,"Phương Nghĩa, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội","1,55 tỷ","9,51 triệu/m²",Đã có sổ,Đất thổ cư,13 m,12 m,163 m²,Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119936433.htm,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","24,5 tỷ",196 triệu/m²,Đã có sổ,Đất thổ cư,5 m,25 m,125 m²,Tây
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119773142.htm,"37.46.16, Phố Đại Đồng, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","9,5 tỷ","158,33 triệu/m²",Đã có sổ,Đất nền dự án,4.1 m,14.63 m,60 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/119906756.htm,"Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","5,5 tỷ",110 triệu/m²,Đã có sổ,Đất thổ cư,4 m,13 m,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119919020.htm,"chúc sơn, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội","1,48 tỷ",37 triệu/m²,Đã có sổ,Đất thổ cư,,,40 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119905154.htm,"Đường 446, Xã Yên Bình, Huyện Thạch Thất, Hà Nội","2,65 tỷ","8,83 triệu/m²",Đã có sổ,Đất thổ cư,,,300 m²,
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/118342066.htm,"388B, Rừng Khoanh La Đã, Xã Bắc Sơn, Huyện Sóc Sơn, Hà Nội","1,585 tỷ","5,30 triệu/m²",Đã có sổ,Đất thổ cư,10 m,29 m,299 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119375838.htm,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội","6,05 tỷ","94,68 triệu/m²",Đã có sổ,Đất thổ cư,3.2 m,19.64 m,63.9 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/119896633.htm,"Đường Khu B Đại Học Mỏ, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","8,95 tỷ","127,86 triệu/m²",Đã có sổ,Đất thổ cư,,,70 m²,Đông
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/119872940.htm,"Thôn3, Xã Phú Cát, Huyện Quốc Oai, Hà Nội",3 tỷ,"21,74 triệu/m²",Đã có sổ,Đất thổ cư,6.2 m,22 m,138 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/119872046.htm,"Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội","25,8 tỷ",120 triệu/m²,Đã có sổ,Đất thổ cư,,,215 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119868458.htm,"Xóm nứa, Xóm Nứa, Xã Đại Yên, Huyện Chương Mỹ, Hà Nội","2,4 tỷ","31,62 triệu/m²",Đã có sổ,Đất thổ cư,5.7 m,13 m,75.9 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119857342.htm,"Phố Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","4,86 tỷ","121,50 triệu/m²",Đã có sổ,Đất thổ cư,5 m,8 m,40 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/119855435.htm,"đất dịch vụ 25ha, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",6 tỷ,120 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119078621.htm,"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội","31,5 tỷ","262,50 triệu/m²",Đã có sổ,Đất nền dự án,6 m,20 m,120 m²,Bắc
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119854069.htm,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","9,3 tỷ","105,68 triệu/m²",Đã có sổ,Đất thổ cư,,,88 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119853224.htm,"Phố Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",12 tỷ,240 triệu/m²,Đã có sổ,Đất nền dự án,,,50 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119320453.htm,"Phố Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội","4,55 tỷ",130 triệu/m²,Đã có sổ,Đất thổ cư,,,35 m²,
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/119847089.htm,"Trung tâm xã, Xã Cẩm Lĩnh, Huyện Ba Vì, Hà Nội","6,196 tỷ",2 triệu/m²,Đã có sổ,Đất thổ cư,,,3098 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119844221.htm,"Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","7,3 tỷ",146 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119843336.htm,"Phượng Đồng, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội","2,736 tỷ",38 triệu/m²,Đã có sổ,Đất thổ cư,3.75 m,19.5 m,72 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/119823170.htm,"Gần Chợ Đám, Xã Đại áng, Huyện Thanh Trì, Hà Nội","2,3 tỷ",46 triệu/m²,Đã có sổ,Đất nền dự án,,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-oai-ha-noi/119822366.htm,"L, Xã Thanh Cao, Huyện Thanh Oai, Hà Nội","1,568 tỷ",28 triệu/m²,Giấy tờ viết tay,Đất thổ cư,4.15 m,13.5 m,56 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/119816911.htm,"33, Thanh Lũng, Xã Tiên Phong, Huyện Ba Vì, Hà Nội","4,416 tỷ",3 triệu/m²,Đã có sổ,Đất thổ cư,,,1472 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/115663376.htm,"Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",620 triệu,"18,79 triệu/m²",Giấy tờ viết tay,Đất thổ cư,,,33 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119799144.htm,"Phố Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà Nội","6,499 tỷ","138,28 triệu/m²",Đã có sổ,Đất thổ cư,,,47 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119797488.htm,"11, Dg427, Xã Vân Tảo, Huyện Thường Tín, Hà Nội",130 triệu,"2,32 triệu/m²",Đang chờ sổ,Đất thổ cư,,,56 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119797444.htm,"xóm 4 , Xã Hải Bối, Huyện Đông Anh, Hà Nội","2,9 tỷ","48,33 triệu/m²",Đã có sổ,Đất thổ cư,,,60 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119790971.htm,"Xâm Xuyên, Xã Hồng Vân, Huyện Thường Tín, Hà Nội","2,3 tỷ","42,05 triệu/m²",Đã có sổ,Đất thổ cư,4.7 m,11.6 m,54.7 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119786621.htm,"Lô số 02 khu đấu giá Mai Hiên , Mai Hiên, Xã Mai Lâm, Huyện Đông Anh, Hà Nội",9 tỷ,"62,07 triệu/m²",Đã có sổ,Đất thổ cư,5 m,29 m,145 m²,Bắc
https://www.nhatot.com/mua-ban-dat-huyen-phuc-tho-ha-noi/119784009.htm,"Khu Đồng Phươm, Xã Thọ Lộc, Huyện Phúc Thọ, Hà Nội","5,6 tỷ","31,48 triệu/m²",Đã có sổ,Đất thổ cư,,,177.9 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119779226.htm,"108, Phố Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","7,5 tỷ","161,29 triệu/m²",Đã có sổ,Đất thổ cư,3.1 m,15 m,46.5 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119778617.htm,"Phố Long Biên 1, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","6,2 tỷ","151,22 triệu/m²",Đã có sổ,Đất thổ cư,3.5 m,17 m,41 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-quan-hoan-kiem-ha-noi/119774360.htm,"Phố Phúc Tân, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội","8,1 tỷ","119,29 triệu/m²",Đã có sổ,Đất thổ cư,8.2 m,8.7 m,67.9 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/119770337.htm,"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","12,8 tỷ","106,67 triệu/m²",Đã có sổ,Đất thổ cư,7 m,,120 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119767611.htm,"Ngõ 113 Nhà số 3, Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",12 tỷ,"214,29 triệu/m²",Đã có sổ,Đất thổ cư,3.5 m,16 m,56 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/119767394.htm,"Đường 24m, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",9 tỷ,"193,97 triệu/m²",Đã có sổ,Đất nền dự án,3.5 m,13.32 m,46.4 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/119767296.htm,"Đường Tỉnh 422B, Xã Vân Canh, Huyện Hoài Đức, Hà Nội","4,9 tỷ",98 triệu/m²,Đã có sổ,Đất thổ cư,4 m,12.5 m,50 m²,Tây Nam
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/119762963.htm,"Nhà số 5, Tuấn Xuyên, Xã Vạn Thắng, Huyện Ba Vì, Hà Nội",4 tỷ,"14,81 triệu/m²",Đã có sổ,Đất thổ cư,10 m,27 m,270 m²,Đông Bắc
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119760381.htm,"đông hội, Xã Đông Hội, Huyện Đông Anh, Hà Nội",7 tỷ,"58,82 triệu/m²",Đã có sổ,Đất thổ cư,5 m,20 m,119 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119760305.htm,"Thúy Lai, Xã Phú Kim, Huyện Thạch Thất, Hà Nội","4,8 tỷ",32 triệu/m²,Đã có sổ,Đất thổ cư,,,150 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119754793.htm,"48, Cầu Hòa Mục, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","11,5 tỷ","280,49 triệu/m²",Đã có sổ,Đất thổ cư,12 m,5 m,41 m²,Đông
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119751858.htm,"Phố Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,75 tỷ","93,75 triệu/m²",Đã có sổ,Đất thổ cư,11 m,3.2 m,40 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119751459.htm,"Mạch Lũng, Xã Đại Mạch, Huyện Đông Anh, Hà Nội","2,2 tỷ","30,99 triệu/m²",Đã có sổ,Đất thổ cư,,,71 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119746122.htm,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","6,8 tỷ","183,78 triệu/m²",Đã có sổ,Đất thổ cư,,,37 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119745323.htm,"Phan Chu Trinh, Phường Quang Trung, Quận Hà Đông, Hà Nội","11,4 tỷ","259,09 triệu/m²",Đã có sổ,Đất thổ cư,,,44 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/119742940.htm,"Vĩnh Ninh, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội","4,08 tỷ",68 triệu/m²,Đã có sổ,Đất thổ cư,,,60 m²,
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/119737986.htm,"Thôn tân phúc, Xã Sơn Đông, Thị xã Sơn Tây, Hà Nội","1,8 tỷ","28,12 triệu/m²",Đã có sổ,Đất thổ cư,4 m,15 m,64 m²,
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/119734645.htm,"Thôn 5, Xã Phú Cát, Huyện Quốc Oai, Hà Nội","2,8 tỷ","29,17 triệu/m²",Đã có sổ,Đất thổ cư,,,96 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119728840.htm,Đường Quang Tiến,"5,1 tỷ","72,86 triệu/m²",Đã có sổ,Đất thổ cư,,,70 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119728255.htm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",5 tỷ,"76,92 triệu/m²",Đã có sổ,Đất thổ cư,,,65 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119725955.htm,"Đường Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","7,28 tỷ",56 triệu/m²,Đã có sổ,Đất thổ cư,,,130 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119723089.htm,"Cổ Loa, Xã Cổ Loa, Huyện Đông Anh, Hà Nội","6,2 tỷ","45,59 triệu/m²",Đã có sổ,Đất thổ cư,5.4 m,23 m,136 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119722075.htm,"160, Cổ Loa , Xã Cổ Loa, Huyện Đông Anh, Hà Nội","10,6 tỷ","74,65 triệu/m²",Đã có sổ,Đất thổ cư,7.6 m,19 m,142 m²,Bắc
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119721142.htm,"Cổ dương , , Huyện Đông Anh, Hà Nội","9,2 tỷ","88,04 triệu/m²",Đã có sổ,Đất thổ cư,,,104.5 m²,Bắc
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119715618.htm,"Xã phú vinh, Xã Phú Nghĩa, Huyện Chương Mỹ, Hà Nội","2,65 tỷ","26,50 triệu/m²",Đã có sổ,Đất thổ cư,5 m,19 m,100 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/119714826.htm,"ngũ hiệp, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội","2,52 tỷ",63 triệu/m²,Đã có sổ,Đất thổ cư,,,40 m²,
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/119712426.htm,"Đường Tản Lĩnh - Yên Bài, Xã Yên Bài, Huyện Ba Vì, Hà Nội","2,69 tỷ","11,90 triệu/m²",Đã có sổ,Đất thổ cư,,,226 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119705144.htm,"34, đường 420, Xã Bình Yên, Huyện Thạch Thất, Hà Nội","1,6 tỷ",20 triệu/m²,Đã có sổ,Đất thổ cư,6 m,15 m,80 m²,Đông Nam
