Link,Giá tổng,Giá/m²,Giấy tờ pháp lý,Loại hình đất,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120296926.htm,3.3,6.43,Đang chờ sổ,Đất thổ cư,,,513.0,,Minh Trí,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120289221.htm,3.24,12.0,Đã có sổ,Đất thổ cư,,,270.0,,Vân Từ,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120282126.htm,2.2,47.11,Đã có sổ,Đất thổ cư,3.5,13.3,46.7,Đông Bắc,Đan Phượng,Đan Phượng
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120281980.htm,5.45,175.81,Đã có sổ,Đất thổ cư,,,31.0,,Cầu Diễn,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120202200.htm,1.39,23.17,Đã có sổ,Đất thổ cư,6.0,10.0,60.0,Đông Nam,Lại Thượng,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120273907.htm,7.65,32.83,Đã có sổ,Đất thổ cư,10.0,23.0,233.0,Tây Nam,Xuân Nộn,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120273320.htm,13.999,254.55,Đã có sổ,Đất nền dự án,,,55.0,,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/120273260.htm,2.5,3.47,Đã có sổ,Đất thổ cư,18.0,40.0,720.0,Tây Nam,Vân Hòa,Ba Vì
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120270710.htm,3.5,2.23,Đã có sổ,Đất nông nghiệp,32.0,52.0,1572.2,,Cấn Hữu,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120262558.htm,0.7,8.41,Đã có sổ,Đất nền dự án,5.5,15.61,83.2,Nam,An Phú,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120258727.htm,1.37,34.25,Đã có sổ,Đất thổ cư,4.0,10.0,40.0,,Quất Động,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120254624.htm,1.72,19.77,Đã có sổ,Đất thổ cư,,,87.0,,Vân Từ,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120254361.htm,2.0,25.0,Đã có sổ,Đất thổ cư,,,80.0,Đông Nam,Đông Xuân,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120254197.htm,1.436,16.99,Đã có sổ,Đất thổ cư,4.0,21.0,84.5,Bắc,Tân Dân,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120251508.htm,5.7,106.54,Đã có sổ,Đất thổ cư,,,53.5,,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120250538.htm,3.7,80.43,Đã có sổ,Đất thổ cư,4.3,,46.0,,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120249540.htm,3.64,56.0,Đã có sổ,Đất thổ cư,4.0,16.0,65.0,,Nam Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120246401.htm,3.24,12.0,Đã có sổ,Đất thổ cư,,,270.0,,Vân Từ,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120192845.htm,0.145,2.42,Đã có sổ,Đất thổ cư,5.0,12.0,60.0,Đông Nam,Bình Yên,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120246460.htm,0.192,4.14,Đã có sổ,Đất thổ cư,3.5,13.3,46.4,,Vân Canh,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120243577.htm,3.85,124.19,Đã có sổ,Đất thổ cư,3.5,8.0,31.0,,Xuân La,Tây Hồ
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120242149.htm,7.8,260.0,Đã có sổ,Đất thổ cư,3.0,10.0,30.0,Đông Nam,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119234661.htm,3.8,7.18,Sổ chung / công chứng vi bằng,Đất nông nghiệp,7.89,,529.0,,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120235326.htm,5.0,78.12,Đã có sổ,Đất thổ cư,5.0,12.7,64.0,,Uy Nỗ,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120231226.htm,17.0,212.5,Đã có sổ,Đất thổ cư,7.0,,80.0,,Trung Văn,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120228633.htm,2.148,26.98,Đã có sổ,Đất nền dự án,4.5,,79.6,Đông Nam,Đông Xuân,Quốc Oai
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119739195.htm,7.6,146.15,Đã có sổ,Đất thổ cư,,,52.0,,Đại Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120223666.htm,1.3,46.43,Sổ chung / công chứng vi bằng,Đất thổ cư,,,28.0,,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120220866.htm,25.5,255.0,Đã có sổ,Đất thổ cư,7.5,13.3,100.0,,Văn Quán,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120220319.htm,2.75,59.78,Đã có sổ,Đất thổ cư,4.2,,46.0,Đông Nam,Trống,Trống
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120220277.htm,2.5,55.56,Đã có sổ,Đất thổ cư,4.3,10.33,45.0,Đông,Tiên Dương,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/120038430.htm,17.0,3.09,Đã có sổ,Đất thổ cư,,,5495.0,,Minh Quang,Ba Vì
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120218435.htm,66.0,594.59,Đang chờ sổ,Đất thổ cư,,,111.0,Tây Bắc,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120217923.htm,10.05,179.46,Đã có sổ,Đất thổ cư,4.03,,56.0,Đông Nam,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120216331.htm,7.9,183.72,Đã có sổ,Đất thổ cư,5.3,,43.0,,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120215202.htm,5.55,78.28,Đã có sổ,Đất thổ cư,5.88,12.07,70.9,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120215132.htm,6.3,126.0,Đã có sổ,Đất thổ cư,4.5,12.0,50.0,Tây,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120212740.htm,16.6,146.38,Đã có sổ,Đất thổ cư,,,113.4,Bắc,Ô Chợ Dừa,Đống Đa
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120208830.htm,3.95,91.22,Đã có sổ,Đất thổ cư,,,43.3,,Trần Phú,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120198196.htm,6.98,124.64,Đã có sổ,Đất thổ cư,4.0,,56.0,Đông Nam,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120204572.htm,1.8,34.62,Đã có sổ,Đất thổ cư,,,52.0,,Trung Châu,Đan Phượng
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/120202491.htm,22.5,149.01,Đã có sổ,Đất thổ cư,11.0,14.6,151.0,Đông Bắc,Vĩnh Tuy,Hai Bà Trưng
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120199920.htm,5.4,100.0,Đã có sổ,Đất thổ cư,6.8,8.0,54.0,,Vĩnh Quỳnh,Thanh Trì
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119356745.htm,6.5,100.0,Đã có sổ,Đất thổ cư,12.0,,65.0,Tây Bắc,Thạch Bàn,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120197189.htm#px=SR-special_display_ad-[PO-6][PL-default],2.9,55.66,Đã có sổ,Đất thổ cư,,,52.1,,Xuân Nộn,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120193318.htm,15.8,214.97,Đã có sổ,Đất thổ cư,16.0,,73.5,,Tứ Hiệp,Thanh Trì
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120192381.htm,2.7,56.25,Đã có sổ,Đất thổ cư,,,48.0,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120190817.htm,11.9,220.37,Đã có sổ,Đất thổ cư,4.0,13.5,54.0,Tây Bắc,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120189062.htm,6.8,151.11,Đã có sổ,Đất thổ cư,,,45.0,,Nguyễn Trãi,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120184817.htm,4.4,63.77,Đã có sổ,Đất thổ cư,,,69.0,,Cổ Bi,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120184538.htm,3.3,58.82,Đã có sổ,Đất thổ cư,5.0,,56.1,,Mai Lâm,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120075726.htm,2.33,50.0,Đã có sổ,Đất thổ cư,4.9,9.3,46.6,Đông Nam,Văn Bình,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120183223.htm,4.1,13.18,Đã có sổ,Đất thổ cư,17.0,17.0,311.0,Đông,Phú Mãn,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120181482.htm,0.145,2.5,Đã có sổ,Đất nền dự án,4.0,4.0,58.0,,Đại Xuyên,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120131898.htm,1.6,14.48,Đã có sổ,Đất thổ cư,6.0,17.32,110.5,,Minh Phú,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120176711.htm,1.6,36.36,Đã có sổ,Đất thổ cư,4.35,10.53,44.0,,Kim Hoa,Mê Linh
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120176710.htm,6.0,181.82,Đã có sổ,Đất thổ cư,,,33.0,,Nhật Tân,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120172592.htm,2.2,50.69,Đã có sổ,Đất thổ cư,4.0,11.0,43.4,Tây Bắc,Vân Côn,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120170986.htm,4.3,79.19,Đã có sổ,Đất thổ cư,4.0,13.6,54.3,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120089498.htm,9.5,166.67,Đã có sổ,Đất thổ cư,3.0,29.0,57.0,,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120044197.htm,20.3,260.26,Đã có sổ,Đất thổ cư,,,78.0,,Nhật Tân,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/118665224.htm#px=SR-special_display_ad-[PO-3][PL-default],1.85,34.26,Đang chờ sổ,Đất nền dự án,4.0,14.0,54.0,,An Khánh và Xã An Thượng,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120157814.htm,13.0,104.0,Đã có sổ,Đất thổ cư,,,125.0,,Phú Thượng,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120155182.htm,0.82,19.76,Đã có sổ,Đất thổ cư,4.12,10.35,41.5,,Tân Minh,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120151413.htm,3.35,81.71,Đã có sổ,Đất thổ cư,5.0,8.2,41.0,Nam,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/120147972.htm,6.0,150.0,Đã có sổ,Đất thổ cư,,,40.0,,Quỳnh Lôi,Hai Bà Trưng
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120142445.htm,3.7,71.15,Đã có sổ,Đất thổ cư,4.0,13.0,52.0,Tây,Tả Thanh Oai,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120140581.htm,4.0,42.55,Đã có sổ,Đất thổ cư,,,94.0,,Thanh Lâm,Mê Linh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119943337.htm,2.205,29.01,Đã có sổ,Đất thổ cư,4.5,18.0,76.0,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120127815.htm,4.0,40.0,Đã có sổ,Đất thổ cư,,,100.0,,Thắng Lợi,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120123708.htm,16.45,159.71,Đã có sổ,Đất nền dự án,,,103.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120076958.htm,1.4,11.67,Đã có sổ,Đất thổ cư,,,120.0,,Hoàng Văn Thụ,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120118900.htm,2.5,50.0,Đã có sổ,Đất thổ cư,5.0,10.0,50.0,Đông,Uy Nỗ,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/119902797.htm,8.6,136.94,Đã có sổ,Đất thổ cư,,,62.8,,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120108797.htm,6.8,170.0,Đã có sổ,Đất thổ cư,,,40.0,,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120103280.htm,0.64,5.0,Giấy tờ viết tay,Đất nông nghiệp,4.7,27.0,128.0,Nam,Đông La,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120098465.htm,4.35,9.54,Đã có sổ,Đất nông nghiệp,32.0,17.0,456.0,,Kim Chung,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120096960.htm,2.55,57.95,Đã có sổ,Đất thổ cư,4.4,10.0,44.0,,Tiên Dương,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120096495.htm,1.5,21.43,Đã có sổ,Đất thổ cư,5.0,13.98,70.0,,Phú Cường,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120091623.htm,4.6,23.0,Đã có sổ,Đất thổ cư,,,200.0,,Sài Sơn,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120089888.htm,1.8,7.96,Đã có sổ,Đất thổ cư,7.5,26.0,226.0,,An Phú,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120084921.htm,6.3,14.0,Đã có sổ,Đất thổ cư,14.7,24.5,450.0,Đông,Đông Sơn,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120083921.htm,0.73,7.51,Sổ chung / công chứng vi bằng,Đất thổ cư,4.05,24.0,97.2,Nam,Cổ Đông,Sơn Tây
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120077922.htm,1.55,34.44,Đã có sổ,Đất thổ cư,5.5,8.1,45.0,Đông Bắc,Trống,Trống
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120076723.htm,0.5,8.33,Đã có sổ,Đất thổ cư,4.0,15.0,60.0,,Hợp Tiến,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120075832.htm,3.2,91.43,Đã có sổ,Đất thổ cư,,,35.0,,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120072338.htm,23.5,221.7,Đã có sổ,Đất thổ cư,4.0,26.5,106.0,,Xuân Phương,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120072153.htm,3.3,55.0,Đã có sổ,Đất thổ cư,4.0,15.0,60.0,,Thuỵ Lâm,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120064683.htm,8.8,146.67,Đã có sổ,Đất thổ cư,6.0,10.0,60.0,,Mễ Trì,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/119901195.htm,3.6,92.31,Giấy tờ viết tay,Đất thổ cư,3.3,,39.0,,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/120049480.htm,12.0,266.67,Đã có sổ,Đất thổ cư,,,45.0,,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120048596.htm,3.375,75.0,Đã có sổ,Đất thổ cư,6.7,7.0,45.0,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120048435.htm,3.5,70.0,Đã có sổ,Đất thổ cư,5.48,9.26,50.0,,Mai Lâm,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/120043583.htm,11.5,4.82,Đã có sổ,Đất thổ cư,,,2384.1,Tây Bắc,Yên Bài,Ba Vì
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120042185.htm,6.4,146.45,Đã có sổ,Đất thổ cư,,,43.7,,Việt Hưng,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120041842.htm,6.384,76.0,Đã có sổ,Đất thổ cư,5.4,,84.0,Đông,Đông Hội,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120035889.htm,8.32,65.0,Đã có sổ,Đất thổ cư,5.5,23.0,128.0,Đông,Vân Nội,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120037519.htm,28.0,350.0,Đã có sổ,Đất thổ cư,,,80.0,,Mộ Lao,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120037136.htm,8.7,174.0,Đã có sổ,Đất nền dự án,4.5,11.12,50.0,Đông Nam,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120030810.htm,5.5,103.77,Đã có sổ,Đất thổ cư,,,53.0,,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120029035.htm,13.0,244.36,Đã có sổ,Đất nền dự án,,,53.2,Bắc,Vạn Phúc,Hà Đông
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120028091.htm,2.0,23.53,Đã có sổ,Đất nền dự án,,,85.0,,Xuân Sơn,Sơn Tây
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120026894.htm,6.2,106.9,Đã có sổ,Đất thổ cư,,,58.0,,Dương Nội,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120026235.htm,12.8,261.22,Đã có sổ,Đất nền dự án,3.7,13.0,49.0,Đông Bắc,Phú Diễn,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120024286.htm,15.75,175.0,Đã có sổ,Đất nền dự án,6.0,15.0,90.0,Tây Bắc,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-phuc-tho-ha-noi/120023994.htm,0.92,19.17,Đã có sổ,Đất thổ cư,,,48.0,,Võng Xuyên,Phúc Thọ
https://www.nhatot.com/mua-ban-dat-huyen-thanh-oai-ha-noi/120023172.htm,1.1,27.5,Đã có sổ,Đất thổ cư,,,40.0,Đông Nam,Cao Dương,Thanh Oai
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/119911997.htm,3.285,36.5,Đã có sổ,Đất nền dự án,5.0,18.0,90.0,Tây Bắc,Tiến Thịnh,Mê Linh
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119960507.htm,3.8,26.05,Đã có sổ,Đất thổ cư,10.0,14.0,145.9,,Đại Yên,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119618442.htm,5.0,92.59,Đã có sổ,Đất thổ cư,4.5,12.0,54.0,Tây,Cự Khối,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120014224.htm,3.3,103.12,Đã có sổ,Đất thổ cư,3.9,8.2,32.0,Đông Bắc,Đông Dư,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120009548.htm,2.3,74.19,Đã có sổ,Đất thổ cư,,,31.0,,Duyên Thái,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120007305.htm,3.45,69.0,Đã có sổ,Đất thổ cư,5.0,11.0,50.0,Nam,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/120006597.htm,9.8,128.95,Đã có sổ,Đất thổ cư,5.5,,76.0,,Thanh Lương,Hai Bà Trưng
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120005811.htm,6.3,72.41,Đã có sổ,Đất thổ cư,4.8,,87.0,,Ngọc Thụy,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/119638715.htm,0.8,10.05,Đã có sổ,Đất thổ cư,5.35,15.4,79.6,Tây Nam,An Phú,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120003223.htm,0.158,3.43,Đã có sổ,Đất thổ cư,4.0,12.0,46.0,Tây Bắc,Lại Yên,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120002911.htm,3.0,18.4,Đã có sổ,Đất nền dự án,5.0,35.0,163.0,Đông Nam,Bình Yên,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/119995424.htm,3.0,6.25,Đã có sổ,Đất thổ cư,20.0,24.0,480.0,Đông Nam,Đông Sơn,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/119995180.htm,3.6,90.0,Đã có sổ,Đất thổ cư,5.0,8.0,40.0,Tây,Đông Mỹ,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/119991447.htm,7.547,42.0,Đã có sổ,Đất thổ cư,,,179.7,,Thọ Xuân,Đan Phượng
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119730487.htm,3.95,71.82,Đã có sổ,Đất thổ cư,4.6,12.0,55.0,Bắc,Thanh Trì,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119990291.htm,2.0,25.0,Đã có sổ,Đất thổ cư,5.0,16.0,80.0,,Tân Xã,Thạch Thất
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119973518.htm,4.2,75.0,Đã có sổ,Đất thổ cư,3.71,15.29,56.0,Tây Nam,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/119722256.htm,3.5,15.42,Đã có sổ,Đất thổ cư,8.22,27.7,227.0,,Đông Yên,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/119890199.htm,7.2,80.9,Đã có sổ,Đất thổ cư,5.1,17.5,89.0,Nam,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119975180.htm,2.3,37.58,Đã có sổ,Đất thổ cư,6.4,,61.2,Đông Nam,Bình Yên,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119974826.htm,1.4,28.0,Đã có sổ,Đất thổ cư,5.0,10.0,50.0,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/119974325.htm,1.52,6.28,Đã có sổ,Đất thổ cư,15.0,16.0,242.0,Nam,Thụy An,Ba Vì
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119972092.htm,2.9,58.59,Đã có sổ,Đất thổ cư,3.78,,49.5,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119969153.htm,2.7,8.57,Đã có sổ,Đất thổ cư,,,315.0,,Yên Bình,Thạch Thất
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119966797.htm,4.0,66.23,Đã có sổ,Đất thổ cư,4.5,,60.4,Đông,Vân Nội,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119964524.htm,16.5,187.5,Đã có sổ,Đất nền dự án,6.8,13.0,88.0,Đông Nam,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/119274099.htm,6.0,108.7,Đã có sổ,Đất thổ cư,8.0,7.0,55.2,Đông Nam,Vĩnh Tuy,Hai Bà Trưng
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119962108.htm,12.5,171.23,Đã có sổ,Đất thổ cư,4.0,18.25,73.0,,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/119959186.htm,19.0,237.5,Đã có sổ,Đất thổ cư,4.3,18.6,80.0,,Xuân La,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/119711736.htm,2.8,23.33,Đã có sổ,Đất thổ cư,5.6,20.0,120.0,,Cần Kiệm,Thạch Thất
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119958088.htm,3.2,57.14,Đã có sổ,Đất thổ cư,4.0,12.0,56.0,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119168067.htm,3.0,54.84,Đã có sổ,Đất thổ cư,3.5,15.63,54.7,Đông,Võng La,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/119951349.htm,4.202,33.89,Đã có sổ,Đất thổ cư,,,124.0,,Quang Minh,Mê Linh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/119918079.htm,0.0345,0.709878,Đã có sổ,Đất thổ cư,,,48.6,,Hồng Vân,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119941818.htm,1.05,13.12,Không có sổ,Đất nông nghiệp,7.5,10.75,80.0,Đông Nam,Vĩnh Hưng,Hoàng Mai
